symbol,group,exchange,time,date,snap_time,price,price_type,intra_buy_vol,intra_sell_vol,intra_delta,intra_buy_ratio,bid_price_1,bid_vol_1,ask_price_1,ask_vol_1,bid_price_2,bid_vol_2,ask_price_2,ask_vol_2,bid_price_3,bid_vol_3,ask_price_3,ask_vol_3,_ta_window,_last_close,ema20,ema50,adx,supertrend,ema200,ema_cross_pct,price_vs_ema20_pct,price_vs_ema200_pct,rsi,macd,macd_sig,macd_hist,stoch_k,stoch_d,bb_lower,bb_mid,bb_upper,atr,bb_position,atr_pct,obv,cmf,mfi,linreg_20,linreg_slope_pct,aroon_osc,donchian_upper_prev,donchian_lower_prev,ad_line,ad_slope_20d_pct,efi_13,willr_14,vol_ma_ratio,vol_today,vol_avg_20d,high_52w,low_52w,roc_10,return_20d,_cached_date,_ta_from_cache,_ta_stale_days,_should_cache,ff_room_raw,ff_total_room_raw,ff_buy_val_5d,ff_sell_val_5d,ff_net_val_5d,ff_net_val_20d,ff_trend,ff_consistency,ff_acceleration,pt_net_val_5d,pt_net_val_20d,pt_trend,insider_count,insider_buy_count,insider_sell_count,insider_name,r_period,r_pe,r_pb,r_roe,r_roa,r_eps,r_bvps,r_beta,r_div_yield,r_gross_margin,r_net_margin,r_quick_ratio,r_interest_cov,r_ev_ebitda,is_revenue,is_gross_profit,is_net_profit,is_operating_profit,is_eps,is_rev_growth,is_profit_growth,is_rev_growth_yoy,is_profit_growth_yoy,eps_consistency,bs_total_assets,bs_equity,bs_total_liab,bs_short_debt,bs_long_debt,bs_debt_to_equity,cf_operating,cf_investing,cf_financing,cf_free,cf_quality_ratio,finance_score,finance_score_fund,finance_score_cf,finance_score_growth,industry,icb_code,organ_short_name,organ_name,vnindex_return_20d,vnindex_return_5d,ff_intra_net,ff_intra_gtgd,ff_intra_ratio,ff_intra_frac,ff_intra_pts,ff_intra_strong_buy,ff_intra_strong_sell,ff_intra_flag_pts,insider_latest,_price_fallback,updated_at
GEE,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,71.9,realtime,116300.0,49500.0,66800.0,0.7,71800.0,2000.0,71900.0,12400.0,71700.0,20500.0,72000.0,9500.0,71600.0,30800.0,72100.0,4900.0,12M,71.9,65.77,69.71,20.25,62.8,87.71,-5.65,9.32,-18.03,61.47,0.4,1.56,-1.16,95.73,90.86,56.63,63.92,71.21,3.07,1.0,4.27,30876614.0,-0.06,77.89,67.14,9.77,57.14,72.3,56.55,2084132.22,-47.97,2681036.81,-2.54,0.15,233700.0,1585886.0,136.63,56.55,16.89,11.49,2026-09-25,False,0,True,313508382.0,320249605.0,103.81,65.53,38.27,106.59,1.17,0.62,0.99,634300000.0,58143588000.0,-0.75,1.0,1.0,0.0,nan,2026-Q2,11.69,5.17,46.0,20.0,1101.0,,,1.0,15.0,12.0,0.9,,13.45,9523911487.01,1366431875.44,704996968.65,1017695922.52,1101.0,0.34,0.22,0.46,0.33,1,19561712127.78,8441529304.11,11120182823.67,7624833836.6,842029533.16,1.32,-471841963.67,630675113.05,,158833149.38,-0.14,9,9,-10,10,Hàng & Dịch vụ Công nghiệp,2700,Điện lực Gelex,Công ty Cổ phần Điện lực Gelex,-0.83,-2.15,-639590000.0,17203940000.0,-0.04,0.06,0,False,False,0,Mua,,2026-09-25 09:28
GEX,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,24.15,realtime,39200.0,96000.0,-56800.0,0.29,24050.0,40300.0,24100.0,1700.0,24000.0,71700.0,24150.0,16100.0,23950.0,3300.0,24200.0,27100.0,12M,24.1,24.31,25.11,16.15,26.2,27.69,-3.19,-0.86,-12.96,47.22,-0.32,0.03,-0.35,54.09,48.98,22.23,24.53,26.82,0.96,0.41,3.98,38599794.0,-0.4,50.56,23.24,-1.01,-35.71,27.2,22.3,-190887193.47,-53.67,-201511.78,-35.71,0.03,286300.0,8891485.0,45.31,19.7,0.63,-6.95,2026-09-25,False,0,True,569632395.0,654235679.0,192.37,182.79,27.68,20.41,0.14,0.5,4.26,-5913840000.0,25579237000.0,-1.11,0.0,0.0,0.0,,2026-Q2,25.0,1.73,8.0,2.0,412.0,,,0.0,20.0,7.0,0.86,,9.75,14479994777.08,2953950625.18,538627686.1,1856334725.06,412.0,0.35,1.19,0.43,-0.18,-1,85749406333.52,34523273722.85,51226132610.67,16948193984.93,18372368490.48,1.48,546219639.05,-5016737525.54,,-4470517886.5,0.37,16,6,0,10,Hàng & Dịch vụ Công nghiệp,2700,Tập đoàn Gelex,Công ty Cổ phần Tập đoàn Gelex,-0.83,-2.15,-2899570000.0,7047560000.0,-0.41,0.06,0,False,False,0,,,2026-09-25 09:28
GMD,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,76.9,realtime,32700.0,60600.0,-27900.0,0.35,76700.0,1300.0,76800.0,3400.0,76600.0,500.0,76900.0,3600.0,76500.0,4000.0,77000.0,700.0,12M,76.8,76.83,76.65,13.56,74.58,71.95,0.23,-0.04,6.74,49.79,-0.04,0.05,-0.09,60.82,62.83,73.97,76.89,79.8,1.54,0.49,2.01,51735933.0,-0.29,48.07,76.06,0.58,50.0,81.3,73.5,20369995.41,-17.14,-53356.61,-42.11,0.15,116800.0,790055.0,86.98,55.3,2.95,-2.41,2026-09-25,False,0,True,43253613.0,212117329.0,93.91,89.29,4.62,-143.23,1.46,0.25,9.88,-1096140000.0,-8990705000.0,0.12,19.0,15.0,4.0,nan,2026-Q2,13.1,2.49,19.0,13.0,2445.0,,,0.0,46.0,49.0,2.37,,17.18,1761552624.12,870726332.07,1133486076.61,1537174094.28,2445.0,0.21,1.12,0.18,1.55,1,21261265761.22,15607095180.88,5654170580.35,322806979.28,2196370347.61,0.36,2142022560.79,-3384149772.48,,-1242127211.69,1.22,30,10,10,10,Hàng & Dịch vụ Công nghiệp,2700,Tập đoàn Gemadept,Công ty Cổ phần Tập đoàn Gemadept,-0.83,-2.15,580000000.0,9055670000.0,0.06,0.06,0,False,False,0,Bán,,2026-09-25 09:28
GVR,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,33.4,realtime,148900.0,21200.0,127700.0,0.88,33550.0,900.0,33600.0,38100.0,33500.0,11300.0,33650.0,7100.0,33450.0,20200.0,33700.0,19900.0,12M,33.55,31.93,31.58,23.15,30.32,31.67,1.11,5.07,5.94,64.41,0.44,0.13,0.31,80.99,76.31,30.16,31.95,33.74,1.01,0.95,3.01,122146088.0,-0.33,63.6,32.05,2.39,57.14,34.25,29.75,-46822745.26,-46.03,638982.02,-6.17,0.17,408900.0,2347570.0,46.5,24.15,11.83,3.23,2026-09-25,False,0,True,-22830596.0,0.0,0.0,0.14,-0.14,-17.16,0.24,0.0,1.04,-4052075000.0,-6806350000.0,-0.08,0.0,0.0,0.0,,2026-Q2,18.73,2.2,12.0,8.0,572.0,,,0.0,28.0,24.0,3.75,,15.39,7097360530.34,2166717217.8,2288744719.41,1750107153.64,572.0,-0.2,0.02,0.2,0.58,1,90263949529.18,66881356284.23,23382593244.95,1184649714.26,1414314744.66,0.35,6954349275.35,1408809933.93,,8363159209.28,1.31,11,3,10,-2,Hóa chất,1300,Tập đoàn CN Cao su VN,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,-0.83,-2.15,0.0,15447345000.0,0.0,0.06,0,False,False,0,,,2026-09-25 09:28
HAG,LOSER,HSX,2026-09-25 09:27,2026-09-25,09:27,13.95,realtime,8400.0,33700.0,-25300.0,0.2,13950.0,10400.0,14000.0,128700.0,13900.0,40700.0,14050.0,80900.0,13850.0,137900.0,14100.0,91100.0,12M,13.95,14.0,14.2,26.36,14.29,15.49,-1.41,-0.36,-9.94,45.69,-0.05,0.02,-0.07,88.19,84.45,13.71,13.99,14.28,0.23,0.42,1.65,110321200.0,0.6,38.36,13.9,0.04,35.71,14.6,13.25,96668164.39,22.7,-1714.38,-12.5,0.03,46200.0,1634895.0,19.25,13.25,2.57,-2.45,2026-09-25,False,0,True,599889764.0,621059294.0,18.97,1.52,17.44,3.89,0.38,0.38,3.25,128990000.0,128990000.0,,2.0,2.0,0.0,Đoàn Nguyên Đức,2026-Q2,5.09,1.14,24.0,13.0,785.0,,,0.0,34.0,49.0,1.15,,10.0,1923071438.0,652084695.0,994889747.0,1133957737.0,785.0,0.08,-0.12,-0.17,1.02,1,28265637182.0,17343788490.0,10921848692.0,5351392813.0,3303758594.0,0.63,940458059.0,-3535700817.0,,-2595242758.0,0.44,16,18,0,-2,Thực phẩm và đồ uống,3500,Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,-0.83,-2.15,168190000.0,642730000.0,0.26,0.06,0,False,False,0,Mua,,2026-09-25 09:28
HCM,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,25.15,realtime,2200.0,16000.0,-13800.0,0.12,25150.0,1700.0,25200.0,2000.0,25100.0,4200.0,25250.0,200.0,25050.0,12400.0,25300.0,8800.0,12M,25.15,25.45,25.3,13.91,24.67,22.93,0.59,-1.18,9.68,45.91,-0.14,-0.08,-0.05,37.91,35.64,24.45,25.7,26.94,0.66,0.28,2.62,170368433.0,-0.23,33.66,24.88,-2.58,-57.14,27.05,24.2,-328311991.76,-4.82,-99721.19,-63.46,0.01,29600.0,3491680.0,27.35,16.47,-1.37,-4.19,2026-09-25,False,0,True,152846390.0,529590573.0,82.45,43.56,38.89,101.37,-0.84,0.69,1.44,1881065000.0,2158544000.0,0.01,20.0,19.0,1.0,Thân Thị Thu Dung,2026-Q2,20.4,2.06,10.0,3.0,0.0,,,0.0,38.0,23.0,1.54,,35.62,1235389922.16,459435843.65,273175934.06,,0.0,-0.16,-0.06,0.15,0.42,1,41258918871.49,14639794947.89,26619123923.6,26093231215.32,0.0,1.82,-11715421266.85,-18014332.21,,-11733435599.06,-9.94,-11,3,-10,-4,Dịch vụ tài chính,8700,Chứng khoán HSC,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,-0.83,-2.15,-95545000.0,901230000.0,-0.11,0.06,0,False,False,0,Mua,,2026-09-25 09:28
HDB,LOSER,HSX,2026-09-25 09:27,2026-09-25,09:27,27.6,realtime,321900.0,111900.0,210000.0,0.74,27550.0,9500.0,27600.0,17700.0,27500.0,28300.0,27650.0,59200.0,27450.0,60900.0,27700.0,64400.0,12M,27.6,27.38,27.01,17.53,26.31,26.36,1.37,0.8,4.7,55.41,0.21,0.01,0.19,58.14,63.77,26.8,27.44,28.07,0.56,0.63,2.03,521440096.0,0.18,63.83,27.48,0.57,50.0,28.65,26.5,470854929.96,8.83,861759.34,-48.84,0.08,876900.0,11248905.0,30.0,22.4,2.99,2.22,2026-09-25,False,0,True,249691437.0,1351424607.0,537.87,521.64,16.23,336.58,0.1,0.62,-17.79,-76018583000.0,-36028673000.0,-2.13,1.0,1.0,0.0,nan,2026-Q2,7.13,1.62,24.0,2.0,1110.0,,,0.0,73.0,43.0,0.0,,0.0,12715470000.0,,5555376000.0,9649843000.0,1110.0,0.28,0.17,0.09,0.58,1,1043891774000.0,90224021000.0,953667753000.0,,,10.57,75411390000.0,-122012000.0,7823678000.0,75289378000.0,4.56,36,18,10,8,Ngân hàng,8300,HDBank,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,-0.83,-2.15,-4594775000.0,26305545000.0,-0.17,0.06,0,False,False,0,Mua,,2026-09-25 09:28
HDG,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,16.1,realtime,700.0,16900.0,-16200.0,0.04,16100.0,1600.0,16150.0,9400.0,16050.0,6900.0,16200.0,17900.0,16000.0,12000.0,16250.0,7600.0,12M,16.15,16.23,16.98,16.51,17.05,21.59,-4.42,-0.49,-25.2,46.25,-0.19,0.03,-0.22,32.9,29.18,15.44,16.3,17.16,0.4,0.41,2.48,-35022747.0,-0.34,28.77,15.86,-1.76,-35.71,17.7,15.5,-45403136.75,-18.96,-507.92,-60.61,0.02,23600.0,1104425.0,32.5,15.2,1.25,-2.71,2026-09-25,False,0,True,139498165.0,203478666.0,2.17,1.6,0.57,0.86,-0.2,0.25,0.06,-1355490000.0,-1355490000.0,-0.11,0.0,0.0,0.0,,2026-Q2,9.18,0.99,11.0,5.0,0.0,,,0.0,66.0,35.0,1.27,,6.67,486425563.02,280108936.28,50131705.5,167475868.47,0.0,-0.29,0.0,-0.18,3.73,1,14289652190.46,8317720994.03,5971931196.42,555412056.53,3817381751.47,0.72,1243479705.95,-587859150.08,,655620555.87,1.61,23,15,10,-2,"Điện, nước & xăng dầu khí đốt",7500,Tập đoàn Hà Đô,Công ty Cổ phần Tập đoàn Hà Đô,-0.83,-2.15,-84010000.0,387130000.0,-0.22,0.06,0,False,False,0,,,2026-09-25 09:28
HHV,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,9.2,realtime,46400.0,24400.0,22000.0,0.66,9180.0,200.0,9190.0,5200.0,9170.0,300.0,9200.0,4300.0,9160.0,3800.0,9210.0,1000.0,12M,9.19,9.55,9.92,28.01,9.64,11.27,-3.73,-3.77,-18.46,26.54,-0.23,-0.03,-0.2,5.94,8.86,8.93,9.63,10.33,0.17,0.18,1.85,-166490505.0,-0.54,21.45,9.08,-3.35,-92.86,10.45,9.14,-344321704.52,-7.06,-120213.0,-94.05,0.04,94400.0,2393990.0,15.67,9.14,-3.67,-9.9,2026-09-25,False,0,True,222112025.0,281510825.0,0.63,1.14,-0.51,-1.05,0.02,0.44,-0.04,8505000.0,8505000.0,,2.0,1.0,1.0,nan,2026-Q2,8.8,0.52,6.0,2.0,265.0,,,0.0,45.0,18.0,0.67,,11.38,970266571.98,440928400.79,144924339.71,198464745.03,265.0,0.07,-0.19,0.02,0.11,1,41115938489.53,13038055628.4,28077882861.13,785794747.38,17089100447.72,2.15,1828883045.29,-1395614000.97,,433269044.32,3.15,23,15,10,-2,Xây dựng và Vật liệu,2300,Đầu tư Hạ tầng Giao thông Đèo Cả,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,-0.83,-2.15,-16542000.0,870710000.0,-0.02,0.06,0,False,False,0,Mua,,2026-09-25 09:28
HPG,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,20.9,realtime,172800.0,164000.0,8800.0,0.51,20850.0,164500.0,20900.0,293000.0,20800.0,373000.0,20950.0,249300.0,20750.0,663800.0,21000.0,278000.0,12M,20.9,21.32,21.74,21.33,21.93,23.12,-1.93,-1.97,-9.6,42.19,-0.23,-0.05,-0.18,11.49,17.37,20.57,21.45,22.34,0.38,0.19,1.82,-491596094.0,-0.25,44.32,20.84,-2.4,-42.86,22.4,20.75,-1612886514.64,-5.58,-828246.39,-89.66,0.05,918100.0,18042900.0,26.56,20.1,-1.88,-4.13,2026-09-25,False,0,True,2301850564.0,4137052614.0,549.61,457.92,133.8,-76.58,2.15,0.31,31.55,-51760025000.0,-66523965000.0,-1.89,1.0,0.0,1.0,Doãn Thị Bích Ngọc,2026-Q2,8.02,1.32,17.0,9.0,0.0,,,0.0,16.0,12.0,0.61,,7.55,55158902298.9,10487787193.43,6371019004.56,7155004358.41,0.0,0.04,-0.29,0.54,0.5,1,278929786015.41,141516026558.33,137413759457.07,71433383400.9,27096593831.65,0.97,17365859056.59,-25814392868.7,,-8448533812.11,1.12,24,16,10,-2,Tài nguyên Cơ bản,1700,Hòa Phát,Công ty Cổ phần Tập đoàn Hòa Phát,-0.83,-2.15,-5513080000.0,22771545000.0,-0.24,0.06,0,False,False,0,Bán,,2026-09-25 09:28
HSG,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,10.1,realtime,21700.0,14300.0,7400.0,0.6,10050.0,13000.0,10100.0,109500.0,10000.0,41600.0,10150.0,89100.0,9990.0,60700.0,10200.0,86800.0,12M,10.1,10.3,10.66,28.8,10.58,11.66,-3.38,-1.94,-13.38,36.97,-0.2,-0.01,-0.19,9.52,9.52,9.74,10.37,11.01,0.19,0.28,1.88,-102699600.0,-0.55,14.79,9.89,-2.38,-92.86,11.15,9.99,-137910092.59,-20.79,-75569.75,-84.51,0.04,80300.0,2257390.0,14.77,9.7,-0.98,-6.91,2026-09-25,False,0,True,369809502.0,395558724.0,2.35,4.47,-2.12,-5.7,0.02,0.5,-0.07,537143000.0,1556062000.0,0.0,0.0,0.0,0.0,,2026-Q2,13.41,0.74,6.0,3.0,0.0,,,0.0,13.0,2.0,0.48,,8.13,9993257179.47,1526177750.94,382146990.38,419665971.46,0.0,0.11,2.09,0.05,0.4,1,22214609238.35,11871669014.58,10342940223.76,7251596097.88,0.0,0.87,2722252066.83,-2784143810.76,,-61891743.93,4.33,30,12,10,8,Tài nguyên Cơ bản,1700,Tập đoàn Hoa Sen,Công ty Cổ phần Tập đoàn Hoa Sen,-0.83,-2.15,164955000.0,962325000.0,0.17,0.06,0,False,False,0,,,2026-09-25 09:28
HT1,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,11.9,realtime,300.0,200.0,100.0,0.6,11900.0,400.0,11950.0,1000.0,11850.0,500.0,12000.0,55600.0,11800.0,900.0,12050.0,300.0,12M,11.9,12.05,12.31,22.4,12.56,13.93,-2.11,-1.24,-14.57,45.14,-0.1,0.03,-0.13,47.04,61.83,11.43,12.0,12.57,0.33,0.41,2.77,-8380752.0,-0.3,34.79,11.84,2.11,64.29,12.65,11.58,-11414585.63,-15.03,-80772.54,-70.09,0.01,1400.0,254649.0,20.44,11.14,1.02,-4.88,2026-09-25,False,0,True,-8905321.0,0.0,3.91,0.5,3.41,7.61,0.05,0.5,0.21,0.0,0.0,,0.0,0.0,0.0,,2026-Q2,12.63,0.95,8.0,5.0,362.0,,,0.0,14.0,5.0,0.45,,4.08,2260996875.88,324067349.35,138226368.75,172981473.69,362.0,0.22,0.78,0.17,0.23,1,7677021535.38,5153250485.87,2523771049.51,364614031.71,32881851.34,0.49,796888917.0,-195623907.17,,601265009.83,2.91,32,12,10,10,Xây dựng và Vật liệu,2300,VICEM Hà Tiên,Công ty Cổ phần Xi măng VICEM Hà Tiên,-0.83,-2.15,-1195000.0,16680000.0,-0.07,0.06,0,False,False,0,,,2026-09-25 09:28
KBC,LOSER,HSX,2026-09-25 09:27,2026-09-25,09:27,25.95,realtime,4600.0,2700.0,1900.0,0.63,25950.0,900.0,26000.0,30600.0,25900.0,29100.0,26050.0,37000.0,25850.0,22200.0,26100.0,34800.0,12M,25.95,26.48,27.35,24.78,27.18,30.9,-3.18,-2.0,-16.02,25.76,-0.44,-0.02,-0.43,21.03,21.01,25.4,26.6,27.8,0.44,0.23,1.7,-24094900.0,0.05,25.15,25.66,-2.02,-57.14,27.9,25.65,-32206916.69,3.21,-63095.5,-80.65,0.02,18600.0,1233340.0,38.2,25.65,-2.08,-5.64,2026-09-25,False,0,True,400673304.0,461459831.0,28.17,67.85,-39.68,-118.99,-0.82,0.19,-0.5,631065000.0,396890000.0,0.07,4.0,3.0,1.0,nan,2026-Q2,22.5,1.04,5.0,2.0,16.0,,,0.0,45.0,25.0,1.9,,33.19,588716738.31,199884294.44,15515431.54,233228739.6,16.0,-0.56,-0.93,0.02,-0.96,-1,74100767529.25,26994590007.99,47106177521.26,3718329927.96,28958314957.38,1.75,-17343896115.03,-3575099893.77,,-20918996008.8,-8.24,-10,6,-10,-6,Bất động sản,8600,TCT Đô thị Kinh Bắc,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,-0.83,-2.15,-132345000.0,490455000.0,-0.27,0.06,0,False,False,0,Mua,,2026-09-25 09:28
KDC,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,51.0,ta_last_close,,,,,50500.0,10100.0,51000.0,5500.0,50400.0,10300.0,51100.0,2500.0,50300.0,5500.0,51200.0,1500.0,12M,51.0,51.29,51.01,34.45,49.48,50.49,0.55,-0.57,1.01,41.41,-0.06,-0.11,0.05,45.05,40.33,50.64,51.51,52.38,0.83,0.21,1.63,-4173838.0,0.61,0.0,50.84,-1.04,-78.57,52.5,50.2,34446462.18,3.98,-2348.8,-50.0,0.71,89100.0,124650.0,53.22,38.7,-0.97,-1.92,2026-09-25,False,0,True,106866099.0,144903158.0,2.39,1.0,1.39,-3.49,0.02,0.25,0.5,30550000.0,30550000.0,,3.0,1.0,2.0,nan,2026-Q2,30.41,2.46,8.0,4.0,-21.0,,,0.0,20.0,6.0,0.74,,41.66,1863834355.12,408263898.41,-5995875.51,29366721.4,-21.0,-0.25,-1.46,-0.07,-1.06,-1,12755077703.31,6502370686.58,6252707016.73,3515420804.36,317764818.26,0.96,86177087.32,599783241.61,,685960328.92,0.16,-11,-5,0,-6,Thực phẩm và đồ uống,3500,Tập đoàn KIDO,Công ty Cổ phần Tập đoàn KIDO,-0.83,-2.15,0.0,50900000.0,0.0,0.06,0,False,False,0,Bán,True,2026-09-25 09:28
KDH,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,15.7,realtime,12800.0,16900.0,-4100.0,0.43,15700.0,28200.0,15750.0,6400.0,15650.0,67700.0,15800.0,12100.0,15600.0,40300.0,15850.0,11600.0,12M,15.7,16.41,17.69,33.73,17.06,23.89,-7.24,-4.33,-34.28,33.1,-0.63,-0.01,-0.62,22.71,23.89,14.59,16.59,18.6,0.48,0.28,3.06,-62723900.0,-0.35,33.27,15.11,-3.65,-57.14,18.55,15.2,-186041687.49,-19.84,-280479.59,-77.78,0.01,51500.0,4667995.0,36.45,15.2,-3.68,-13.74,2026-09-25,False,0,True,298049597.0,561107449.0,39.46,35.66,3.8,-155.96,1.75,0.25,10.51,165120000.0,40624000.0,0.04,2.0,2.0,0.0,Lý Tuấn Kiệt,2026-Q2,11.75,1.11,9.0,5.0,620.0,,,0.0,69.0,72.0,1.69,,20.91,160642563.0,80602751.0,749836660.0,823139248.0,620.0,-0.43,1.66,-0.85,2.77,1,39470752717.0,19973729665.0,19497023052.0,2223419742.0,14435537092.0,0.98,-2024212189.0,-1722556504.0,,-3746768693.0,-1.94,2,10,-10,2,Bất động sản,8600,Nhà Khang Điền,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,-0.83,-2.15,87735000.0,818445000.0,0.11,0.06,0,False,False,0,Mua,,2026-09-25 09:28
KOS,LOSER,HSX,2026-09-25 09:27,2026-09-25,09:27,21.0,realtime,0.0,0.0,0.0,,,0.0,21000.0,17839100.0,0.0,0.0,22500.0,800.0,0.0,0.0,22550.0,200.0,12M,21.0,29.67,32.74,84.51,25.6,36.33,-9.38,-29.22,-42.2,3.23,-2.94,-1.22,-1.72,0.0,0.0,22.68,31.08,39.47,1.4,0.0,6.67,18787000.0,0.14,13.04,25.14,-21.52,-100.0,34.5,22.55,4205196.0,14.97,-148909.15,-100.0,0.0,1200.0,247580.0,40.5,21.0,-36.84,-38.6,2026-09-25,False,0,True,105866994.0,106075854.0,2.15,2.02,0.13,0.31,-0.02,0.38,0.01,,,,3.0,0.0,3.0,Trần Thị Thu Hoài,2026-Q2,275.66,3.15,1.0,1.0,56.0,,,0.0,12.0,2.0,0.51,,43.1,465694565.52,66680154.66,12150552.3,25221378.93,56.0,0.81,3.58,0.07,1.81,1,5079160721.05,2353741523.51,2725419197.54,878313644.04,1119424064.06,1.16,-22136395.26,-13176998.33,,-35313393.59,-1.17,-11,-11,-10,10,Bất động sản,8600,Công ty KOSY,Công ty Cổ phần KOSY,-0.83,-2.15,0.0,25200000.0,0.0,0.06,0,False,False,0,Bán,,2026-09-25 09:28
LPB,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,46.7,realtime,24600.0,4800.0,19800.0,0.84,46550.0,1500.0,46650.0,2700.0,46500.0,2300.0,46700.0,18400.0,46400.0,4200.0,46750.0,500.0,12M,46.65,47.85,49.3,25.46,50.48,46.99,-2.94,-2.51,-0.72,41.52,-1.12,0.03,-1.15,25.65,22.65,45.27,47.84,50.4,1.36,0.27,2.92,19727042.0,-0.02,31.08,46.07,-1.74,-35.71,50.6,45.7,-68666707.33,-1.27,-317442.1,-76.54,0.02,47400.0,2384315.0,58.5,37.33,-0.11,-6.33,2026-09-25,False,0,True,104014623.0,149364105.0,38.09,61.95,-23.86,57.9,-0.93,0.56,-8.39,-14027809000.0,15797173000.0,-0.3,1.0,1.0,0.0,Phạm Thu Hương,2026-Q2,13.12,3.44,25.0,2.0,844.0,,,0.0,70.0,48.0,0.0,,0.0,6058192000.0,,2520662000.0,3924134000.0,844.0,0.18,0.11,0.23,0.05,1,615502468000.0,43030481000.0,572471987000.0,,,13.3,56241284000.0,-1043171000.0,-7468205000.0,55198113000.0,4.92,25,9,10,6,Ngân hàng,8300,LPBank,Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam,-0.83,-2.15,354035000.0,2213595000.0,0.16,0.06,0,False,False,0,Mua,,2026-09-25 09:28
MBB,GAINER,HSX,2026-09-25 09:27,2026-09-25,09:27,19.95,realtime,137800.0,10700.0,127100.0,0.93,19900.0,184200.0,19950.0,59100.0,19850.0,327400.0,20000.0,411200.0,19800.0,355000.0,20050.0,288000.0,12M,19.95,20.12,20.11,12.5,20.85,20.35,0.05,-0.84,-1.97,46.77,-0.05,-0.05,0.0,30.27,32.38,19.45,20.26,21.08,0.34,0.31,1.7,124192822.0,-0.09,26.01,19.78,-1.23,-35.71,21.2,19.6,-892120093.41,-2.38,-444214.02,-65.0,0.02,204100.0,12018720.0,23.63,17.78,1.01,-3.39,2026-09-25,False,0,True,90706568.0,2152325376.0,163.89,293.11,-129.22,44.52,2.51,0.44,-28.63,-43079709000.0,-66417099000.0,-0.65,20.0,20.0,0.0,Nguyễn Thị Thanh Nga,2026-Q2,6.51,1.35,21.0,2.0,0.0,,,0.0,72.0,41.0,0.0,,0.0,20434314000.0,,8229062000.0,14806955000.0,0.0,0.17,0.09,0.18,0.4,1,1733012662000.0,156762644000.0,1576250018000.0,,,10.05,137357399000.0,904900000.0,3957417000.0,138262299000.0,5.13,32,18,10,4,Ngân hàng,8300,MBBank,Ngân hàng Thương mại Cổ phần Quân đội,-0.83,-2.15,735285000.0,4226035000.0,0.17,0.06,0,False,False,0,Mua,,2026-09-25 09:28
MCH,LOSER,HSX,2026-09-25 09:27,2026-09-25,09:27,141.0,realtime,5800.0,500.0,5300.0,0.92,141300.0,100.0,141500.0,1500.0,141000.0,3900.0,141700.0,7100.0,140700.0,300.0,141800.0,4200.0,12M,141.3,141.85,139.43,25.41,138.09,142.09,1.74,-0.39,-0.56,50.31,1.03,-0.43,1.46,45.15,52.88,140.38,142.53,144.69,2.32,0.21,1.64,16067533.0,0.29,46.93,142.84,-1.09,-7.14,145.9,138.0,22815837.49,19.3,-235354.18,-58.23,0.01,8500.0,672745.0,184.42,100.23,-0.35,-0.35,2026-09-25,False,0,True,1097762749.0,1307404949.0,522.77,184.91,337.86,742.58,2.62,0.88,21.16,-167051430000.0,-633429770000.0,1.28,2.0,2.0,0.0,Trương Công Thắng,2026-Q2,26.14,9.87,40.0,21.0,1137.0,,,1.0,46.0,22.0,1.0,,23.21,7165021966.51,3193066669.95,1471437299.06,1742657161.13,1137.0,-0.15,-0.17,0.14,0.11,1,33634291927.5,19305249611.1,14329042316.4,6556464010.89,2394489214.03,0.74,2132330611.64,1091485785.81,,3223816397.44,0.32,-9,-3,0,-6,Thực phẩm và đồ uống,3500,Hàng Tiêu Dùng MaSan,Công ty Cổ phần Hàng Tiêu Dùng MaSan,-0.83,-2.15,170190000.0,1202770000.0,0.14,0.06,0,False,False,0,Mua,,2026-09-25 09:28
