symbol,group,exchange,time,date,snap_time,price,price_type,intra_buy_vol,intra_sell_vol,intra_delta,intra_buy_ratio,bid_price_1,bid_vol_1,ask_price_1,ask_vol_1,bid_price_2,bid_vol_2,ask_price_2,ask_vol_2,bid_price_3,bid_vol_3,ask_price_3,ask_vol_3,_ta_window,_last_close,ema20,ema50,adx,supertrend,ema200,ema_cross_pct,price_vs_ema20_pct,price_vs_ema200_pct,rsi,macd,macd_sig,macd_hist,stoch_k,stoch_d,bb_lower,bb_mid,bb_upper,atr,bb_position,atr_pct,obv,cmf,mfi,linreg_20,linreg_slope_pct,aroon_osc,donchian_upper_prev,donchian_lower_prev,ad_line,ad_slope_20d_pct,efi_13,willr_14,vol_ma_ratio,vol_today,vol_avg_20d,high_52w,low_52w,roc_10,return_20d,_cached_date,_ta_from_cache,_ta_stale_days,_should_cache,ff_room_raw,ff_total_room_raw,ff_buy_val_5d,ff_sell_val_5d,ff_net_val_5d,ff_net_val_20d,ff_trend,ff_consistency,ff_acceleration,pt_net_val_5d,pt_net_val_20d,pt_trend,insider_count,insider_buy_count,insider_sell_count,insider_name,r_period,r_pe,r_pb,r_roe,r_roa,r_eps,r_bvps,r_beta,r_div_yield,r_gross_margin,r_net_margin,r_quick_ratio,r_interest_cov,r_ev_ebitda,is_revenue,is_gross_profit,is_net_profit,is_operating_profit,is_eps,is_rev_growth,is_profit_growth,is_rev_growth_yoy,is_profit_growth_yoy,eps_consistency,bs_total_assets,bs_equity,bs_total_liab,bs_short_debt,bs_long_debt,bs_debt_to_equity,cf_operating,cf_investing,cf_financing,cf_free,cf_quality_ratio,finance_score,finance_score_fund,finance_score_cf,finance_score_growth,industry,icb_code,organ_short_name,organ_name,vnindex_return_20d,vnindex_return_5d,ff_intra_net,ff_intra_gtgd,ff_intra_ratio,ff_intra_frac,ff_intra_pts,ff_intra_strong_buy,ff_intra_strong_sell,ff_intra_flag_pts,insider_latest,_price_fallback,updated_at
VHM,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,65.7,realtime,28500.0,114900.0,-86400.0,0.2,65800.0,15000.0,65900.0,8300.0,65700.0,8700.0,66000.0,24000.0,65600.0,9300.0,66100.0,15300.0,12M,65.8,70.16,70.97,14.83,73.19,63.3,-1.14,-6.21,3.95,33.7,-1.34,-0.76,-0.58,5.07,8.63,66.04,71.38,76.72,2.51,0.0,3.81,-16353439.0,-0.47,27.91,67.44,-6.72,-92.86,79.5,65.3,-98748893.24,-1081.77,-10787551.73,-95.1,0.06,649400.0,9999200.0,83.44,41.84,-8.61,-10.6,2026-09-25,False,0,True,3570265076.0,4107412004.0,931.96,1885.23,-891.83,-2063.51,-15.64,0.19,-49.4,-11191510000.0,-83772702000.0,1.19,0.0,0.0,0.0,,2026-Q2,7.57,2.33,33.0,9.0,2749.0,,,0.0,44.0,36.0,0.82,,7.9,52721631000.0,34732371000.0,22583150000.0,33529705000.0,2749.0,-0.19,-0.12,1.78,2.01,1,1110736206000.0,274005158000.0,836731048000.0,63086214000.0,152367244000.0,3.05,41189141000.0,-78087978000.0,,-36898837000.0,0.98,14,15,5,-6,Bất động sản,8600,Vinhomes,Công ty Cổ phần Vinhomes,-0.83,-2.15,-14154300400.0,43448370000.0,-0.33,0.06,0,False,False,0,,,2026-09-25 09:28
VIB,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,13.4,realtime,49900.0,25600.0,24300.0,0.66,13400.0,92700.0,13450.0,9800.0,13350.0,59700.0,13500.0,115800.0,13300.0,129300.0,13550.0,139500.0,12M,13.45,13.49,13.64,12.43,13.87,14.59,-1.1,-0.3,-7.81,48.22,-0.02,-0.0,-0.02,49.7,45.98,13.23,13.53,13.82,0.26,0.37,1.93,-103935338.0,-0.15,61.57,13.45,-1.22,-35.71,13.83,13.15,-388424745.42,-3.73,-54424.17,-53.85,0.02,111900.0,4913910.0,17.92,12.83,1.51,0.52,2026-09-25,False,0,True,51974187.0,169859884.0,14.18,8.12,6.06,107.94,-1.05,0.56,-5.53,13418929000.0,24684924000.0,0.01,9.0,8.0,1.0,Phạm Thị Minh Huệ,2026-Q2,6.72,1.04,16.0,1.0,560.0,,,0.0,66.0,34.0,0.0,,0.0,5367740000.0,,1905424000.0,3663931000.0,560.0,-0.08,-0.15,0.05,-0.08,-1,580998048000.0,47837834000.0,533160214000.0,,,11.14,12935391000.0,-225985000.0,-2085210000.0,12709406000.0,1.78,22,16,10,-4,Ngân hàng,8300,VIBBank,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,-0.83,-2.15,-23115000.0,1505625000.0,-0.02,0.06,0,False,False,0,Mua,,2026-09-25 09:28
VIC,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,229.0,realtime,16400.0,900.0,15500.0,0.95,229200.0,300.0,229500.0,200.0,229100.0,1200.0,229800.0,1100.0,229000.0,4200.0,230000.0,2400.0,12M,229.2,235.11,226.84,25.65,223.72,184.61,3.65,-2.51,24.15,46.41,3.24,-2.44,5.68,8.6,19.85,227.21,240.81,254.41,8.16,0.07,3.56,83085894.0,0.12,50.75,237.2,-6.78,-92.86,265.0,215.3,78137940.81,20.91,-3266127.12,-96.03,0.02,117600.0,5966560.0,265.0,83.9,-5.8,3.95,2026-09-25,False,0,True,3486517159.0,3727215320.0,3105.34,3437.97,-465.59,-1055.47,-8.38,0.38,-27.15,-50572020000.0,84552500000.0,-0.97,0.0,0.0,0.0,,2026-Q2,78.77,10.51,15.0,2.0,1322.0,,,0.0,20.0,6.0,0.72,,35.7,117936034000.0,27481212000.0,10002615000.0,15274246000.0,1322.0,0.13,0.37,1.54,11.63,1,1308937567000.0,180706650000.0,1128230917000.0,137278152000.0,218477490000.0,6.24,69244889000.0,-139928403000.0,,-70683514000.0,6.1,10,-8,10,8,Bất động sản,8600,VinGroup,Tập đoàn Vingroup - Công ty CP,-0.83,-2.15,-13673500000.0,27563390000.0,-0.5,0.06,0,False,False,0,,,2026-09-25 09:28
VIX,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,12.8,realtime,148900.0,246800.0,-97900.0,0.38,12750.0,164800.0,12800.0,103400.0,12700.0,389300.0,12850.0,182600.0,12650.0,402100.0,12900.0,239900.0,12M,12.8,13.12,13.54,24.4,14.24,16.66,-3.1,-2.44,-23.17,44.01,-0.18,-0.05,-0.12,27.52,29.4,12.22,13.36,14.51,0.49,0.25,3.83,-967708005.0,-0.44,35.07,12.53,-4.9,-35.71,14.65,12.35,-1874653313.85,-19.62,-2124854.14,-72.73,0.03,961900.0,38472678.0,32.53,11.0,-3.4,-9.22,2026-09-25,False,0,True,2411016048.0,2572788533.0,204.55,288.75,-75.99,-323.27,-3.03,0.31,5.01,-575443915000.0,-587813709000.0,-8.73,0.0,0.0,0.0,,2026-Q2,6.66,1.13,16.0,12.0,114.0,,,0.0,66.0,47.0,7.42,,7.27,1349303071.72,194120633.15,75882025.13,,114.0,-0.18,-0.45,-0.32,-0.94,-1,38592337487.37,32695309239.82,5897028247.55,4559500000.0,0.0,0.18,-6969094558.68,-162341070.0,,-7131435628.68,-1.29,0,16,-10,-6,Dịch vụ tài chính,8700,Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,-0.83,-2.15,-1897275000.0,12347610000.0,-0.15,0.06,0,False,False,0,,,2026-09-25 09:28
VJC,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,134.0,realtime,77900.0,6600.0,71300.0,0.92,132900.0,1000.0,133000.0,7000.0,132800.0,1700.0,133100.0,2500.0,132700.0,1900.0,133200.0,1800.0,12M,133.0,129.09,128.69,27.14,124.85,132.49,0.31,3.03,0.38,60.07,1.95,1.05,0.9,69.89,78.35,119.11,127.8,136.48,3.16,0.8,2.38,12387622.0,0.21,62.86,132.61,5.28,42.86,138.0,122.5,87027360.47,5.67,1113770.92,-32.26,0.15,178000.0,1204235.0,169.22,98.0,6.66,6.66,2026-09-25,False,0,True,183317304.0,230727888.0,188.36,117.06,71.3,98.79,0.05,0.38,8.08,-8052000000.0,20521820000.0,-0.31,0.0,0.0,0.0,,2026-Q2,44.87,3.71,9.0,2.0,497.0,,,0.0,8.0,2.0,1.04,,31.94,30498715674.25,1701795877.16,333740098.65,418234927.91,497.0,0.45,-0.67,0.71,-0.49,-1,149092842836.3,26397543807.67,122695299028.63,27470483400.44,44822769103.97,4.65,1509051393.02,-26554114681.27,,-25045063288.25,0.71,-1,-8,5,2,Du lịch và Giải trí,5700,Vietjet Air,Công ty Cổ phần Hàng không Vietjet,-0.83,-2.15,-188810000.0,23576020000.0,-0.01,0.06,0,False,False,0,,,2026-09-25 09:28
VND,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,14.5,realtime,83200.0,130000.0,-46800.0,0.39,14500.0,66600.0,14550.0,12900.0,14450.0,45200.0,14600.0,193600.0,14400.0,100100.0,14650.0,175400.0,12M,14.5,15.27,16.0,36.32,15.87,17.27,-4.56,-5.04,-16.04,34.21,-0.53,-0.05,-0.48,10.37,13.7,13.78,15.45,17.12,0.46,0.21,3.17,-254563433.0,-0.41,21.9,14.19,-4.63,-92.86,17.05,14.35,-794706807.6,-10.89,-761512.34,-92.31,0.03,281800.0,10093210.0,23.96,13.9,-4.29,-13.43,2026-09-25,False,0,True,1405297558.0,1522299908.0,124.31,183.91,-59.6,-261.48,-1.09,0.19,4.42,-5041260000.0,-4573725000.0,-0.31,0.0,0.0,0.0,,2026-Q2,9.53,1.2,13.0,5.0,580.0,,,0.0,70.0,37.0,1.84,,10.18,1869167915.62,1537317559.64,882551882.48,,580.0,0.03,0.62,0.07,1.39,1,49866116931.03,21432124678.2,28433992252.84,23645363986.41,0.0,1.33,-4435192060.53,63026817.58,,-4372165242.95,-2.19,9,13,-10,6,Dịch vụ tài chính,8700,Chứng khoán VNDIRECT,Công ty Cổ phần Chứng khoán VNDIRECT,-0.83,-2.15,-720330000.0,4111770000.0,-0.18,0.06,0,False,False,0,,,2026-09-25 09:28
VNM,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,60.6,realtime,19600.0,26800.0,-7200.0,0.42,60700.0,7600.0,60800.0,5900.0,60600.0,43700.0,60900.0,10100.0,60500.0,30400.0,61000.0,105600.0,12M,60.7,60.8,60.37,16.26,62.97,60.18,0.71,-0.16,0.86,49.43,-0.11,-0.06,-0.05,57.32,56.92,59.03,60.93,62.82,1.02,0.44,1.68,33815640.0,-0.26,51.75,59.98,0.7,-35.71,63.8,58.6,-178161679.05,-7.24,-1207.85,-36.36,0.03,71500.0,2518160.0,73.11,53.26,1.34,-3.04,2026-09-25,False,0,True,1047942882.0,2089955445.0,377.47,192.57,184.9,36.78,3.53,0.62,34.68,-672310000.0,59245094000.0,-0.05,1.0,1.0,0.0,,2026-Q2,11.97,4.12,34.0,20.0,1369.0,,,0.0,42.0,16.0,1.55,,9.4,18847347464.99,8204085955.76,3167031130.41,3908962379.22,1369.0,0.17,0.3,0.13,0.28,1,57451803693.88,35666334973.93,21785468719.95,8323441876.84,131430000.0,0.61,8668137048.52,1976101215.68,,10644238264.2,0.92,22,9,5,8,Thực phẩm và đồ uống,3500,VINAMILK,Công ty Cổ phần Sữa Việt Nam,-0.83,-2.15,-2446389400.0,4449090000.0,-0.55,0.06,0,False,False,0,Mua,,2026-09-25 09:28
VPB,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,22.05,realtime,107100.0,266300.0,-159200.0,0.29,22000.0,386800.0,22050.0,39000.0,21950.0,228100.0,22100.0,20000.0,21900.0,414400.0,22150.0,32800.0,12M,22.05,21.74,21.26,35.51,20.69,21.51,2.26,1.43,2.51,56.41,0.38,-0.02,0.39,44.0,49.14,21.21,21.87,22.52,0.52,0.64,2.36,5816442.0,0.11,68.54,22.19,-0.56,28.57,23.05,20.71,-285018517.11,14.91,641771.88,-57.14,0.03,671700.0,22660627.0,27.01,18.63,3.13,5.25,2026-09-25,False,0,True,570606985.0,2380177080.0,899.52,1272.87,-487.86,-580.25,-5.97,0.44,-61.31,-63646731000.0,1460451951000.0,-19.02,0.0,0.0,0.0,,2026-Q2,7.12,1.19,17.0,2.0,1057.0,,,0.0,78.0,35.0,0.0,,0.0,23483634000.0,,8384630000.0,18869554000.0,1057.0,0.18,0.35,0.42,0.72,1,1502526376000.0,191215344000.0,1311311032000.0,,,6.86,44532621000.0,-88786000.0,8650600000.0,44443835000.0,1.86,34,16,10,8,Ngân hàng,8300,VPBank,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,-0.83,-2.15,-6478435000.0,15287935000.0,-0.42,0.06,0,False,False,0,,,2026-09-25 09:28
VPI,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,61.9,realtime,58700.0,141300.0,-82600.0,0.29,61800.0,2200.0,61900.0,2900.0,61700.0,1100.0,62000.0,9900.0,61600.0,11100.0,62100.0,11200.0,12M,62.0,60.66,59.11,14.37,57.91,55.23,2.62,2.21,12.26,56.86,0.85,-0.07,0.92,71.51,60.04,58.57,61.15,63.72,1.79,0.67,2.89,48016028.0,0.2,44.11,61.19,-1.66,42.86,63.4,57.2,72655520.57,12.68,230441.19,-22.58,0.11,220200.0,2085952.0,63.4,46.27,4.03,4.77,2026-09-25,False,0,True,137138954.0,172506643.0,60.59,47.38,13.21,-35.04,-0.53,0.44,4.83,3616640000.0,2055035000.0,0.18,0.0,0.0,0.0,,2026-Q2,54.26,4.02,8.0,3.0,397.0,,,0.0,39.0,17.0,0.35,,38.73,849453463.76,336677467.68,127063886.47,222379734.02,397.0,1.96,3.72,3.73,31.54,1,15855039060.73,5727980069.9,10127058990.83,2325193866.36,5073634382.0,1.77,156828991.18,-806373759.09,,-649544767.9,0.4,2,-8,0,10,Bất động sản,8600,Đầu tư Văn Phú - Invest,Công ty Cổ phần Phát triển Bất động sản Văn Phú,-0.83,-2.15,-1705910000.0,13582170000.0,-0.13,0.06,0,False,False,0,,,2026-09-25 09:28
VPL,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,78.1,realtime,7700.0,4600.0,3100.0,0.63,77900.0,3600.0,78200.0,500.0,77800.0,1300.0,78400.0,100.0,77700.0,500.0,78500.0,100.0,12M,78.1,80.58,80.75,25.53,77.36,83.37,-0.21,-3.08,-6.32,43.35,0.21,-0.6,0.8,15.52,25.64,74.48,80.96,87.44,2.7,0.28,3.46,17867600.0,-0.03,47.77,82.48,-3.68,-78.57,88.2,74.9,10769698.42,-6.5,-895978.01,-87.07,0.01,14700.0,1129940.0,111.0,67.0,-5.33,2.09,2026-09-25,False,0,True,797304195.0,919950684.0,301.33,277.51,23.82,258.07,-0.12,0.75,-11.37,565760000.0,5077650000.0,0.05,0.0,0.0,0.0,,2026-Q2,45.25,2.97,8.0,3.0,0.0,,,0.0,37.0,18.0,0.84,,22.1,3309546000.0,1157976000.0,631817000.0,733185000.0,0.0,-0.05,-0.58,0.12,2.75,1,119200080000.0,45335105000.0,73864975000.0,3757678000.0,17115994000.0,1.63,-1399892000.0,-185170000.0,,-1585062000.0,-1.27,-19,-5,-10,-4,Du lịch và Giải trí,5700,Vinpearl,Công ty Cổ phần Vinpearl,-0.83,-2.15,7100000.0,1147250000.0,0.01,0.06,0,False,False,0,,,2026-09-25 09:28
VPX,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,25.0,realtime,100.0,100.0,0.0,0.5,24850.0,22500.0,25000.0,3300.0,24800.0,4300.0,25050.0,1200.0,24750.0,20600.0,25100.0,10000.0,12M,24.85,24.67,25.3,21.82,25.23,,-2.49,0.73,,50.48,-0.2,0.15,-0.35,80.68,69.09,22.99,24.69,26.4,0.68,0.55,2.74,6798800.0,0.05,50.32,24.01,1.02,-57.14,26.3,23.1,24629916.58,3.79,120638.35,-20.45,0.0,1400.0,867725.0,34.5,23.1,3.54,-1.78,2026-09-25,False,0,True,1800193701.0,1875000000.0,5.7,19.64,-13.94,-47.26,0.18,0.25,0.17,56630000.0,56630000.0,,,,,,2026-Q2,8.8,1.33,16.0,7.0,925.0,,,0.0,70.0,39.0,1.65,,10.45,4098141674.33,3027309416.75,1733062153.8,,925.0,0.43,2.98,2.47,2.93,1,88950788787.98,35702739951.38,53248048836.6,52419985354.81,0.0,1.49,-35041717537.85,-15774434.72,,-35057491972.57,-9.82,16,16,-10,10,Dịch vụ tài chính,8700,Chứng khoán VPBank,Công ty Cổ phần Chứng khoán VPBank,-0.83,-2.15,0.0,35125000.0,0.0,0.06,0,False,False,0,,,2026-09-25 09:28
VRE,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,24.3,realtime,116300.0,114900.0,1400.0,0.5,24200.0,22300.0,24250.0,600.0,24150.0,11000.0,24300.0,29300.0,24100.0,14500.0,24350.0,38900.0,12M,24.25,25.25,25.6,14.59,26.59,28.17,-1.37,-3.96,-13.92,39.14,-0.21,-0.22,0.0,5.02,8.21,24.22,25.67,27.13,0.81,0.01,3.34,45226171.0,-0.27,32.53,24.73,-5.77,-100.0,27.95,24.15,37407618.39,-42.92,-939405.65,-95.24,0.05,282000.0,5611625.0,43.65,20.9,-5.27,-3.77,2026-09-25,False,0,True,882825560.0,1141121020.0,148.64,236.95,-88.3,-31.08,-2.78,0.44,-15.72,-9835670000.0,19285305000.0,-0.35,0.0,0.0,0.0,,2026-Q2,8.02,1.18,15.0,12.0,708.0,,,0.0,54.0,79.0,1.57,,10.75,2373871000.0,1398332000.0,1608531000.0,1892698000.0,708.0,0.04,0.0,0.11,0.3,1,62806214000.0,49310673000.0,13495541000.0,19451000.0,6386715000.0,0.27,-3262205000.0,3007764000.0,,-254441000.0,-0.51,5,13,-10,2,Bất động sản,8600,Vincom Retail,Công ty Cổ phần Vincom Retail,-0.83,-2.15,-1004565000.0,6857065000.0,-0.15,0.06,0,False,False,0,,,2026-09-25 09:28
VSC,GAINER,HSX,2026-09-25 09:28,2026-09-25,09:28,13.2,realtime,34200.0,71300.0,-37100.0,0.32,13100.0,147700.0,13150.0,3600.0,13050.0,105500.0,13200.0,70600.0,13000.0,257200.0,13250.0,25600.0,12M,13.15,13.55,14.58,31.38,14.38,19.11,-7.06,-2.95,-31.19,40.28,-0.4,0.03,-0.43,48.73,45.16,12.31,13.59,14.87,0.49,0.33,3.73,-53169800.0,-0.52,51.24,12.75,-0.69,-35.71,15.4,12.25,-468623285.36,-20.48,-382006.93,-47.06,0.01,126800.0,8536005.0,30.75,12.25,1.15,-12.04,2026-09-25,False,0,True,175670020.0,183441477.0,28.63,34.07,-5.43,17.31,0.04,0.38,-2.17,9205000.0,9205000.0,,7.0,2.0,5.0,Vũ Ngọc Lâm,2026-Q2,16.31,1.0,6.0,3.0,0.0,,,0.0,40.0,17.0,1.02,,10.44,861250391.28,375686602.56,185789072.05,286820937.29,0.0,0.0,12.92,0.07,0.6,1,14853712501.08,7260764465.53,7592948035.55,2498514357.68,4005041642.03,1.05,627525495.62,-3847038190.21,,-3219512694.59,1.84,22,6,10,6,Hàng & Dịch vụ Công nghiệp,2700,VICONSHIP,Công ty Cổ phần Container Việt Nam,-0.83,-2.15,0.0,1669150000.0,0.0,0.06,0,False,False,0,Mua,,2026-09-25 09:28
VTP,LOSER,HSX,2026-09-25 09:28,2026-09-25,09:28,52.5,realtime,17400.0,23000.0,-5600.0,0.43,52200.0,100.0,52500.0,3400.0,52100.0,5000.0,52600.0,3200.0,52000.0,15000.0,52700.0,2300.0,12M,52.2,50.8,51.71,19.14,52.64,57.72,-1.76,2.76,-9.56,55.28,-0.48,0.2,-0.68,72.42,44.8,47.31,50.83,54.34,1.46,0.7,2.8,8516992.0,-0.07,55.0,49.1,1.59,64.29,54.9,48.1,-14465586.93,-5.38,1010882.7,-8.89,0.12,65300.0,532255.0,82.42,43.4,5.45,-2.61,2026-09-25,False,0,True,91131011.0,98923733.0,18.32,11.7,6.62,19.72,0.05,0.62,0.09,-14782215000.0,-37990050000.0,0.18,0.0,0.0,0.0,,2026-Q2,24.3,4.73,18.0,5.0,328.0,,,0.0,6.0,2.0,1.11,,18.8,5471818059.42,294722203.23,72917684.54,99645325.8,328.0,0.15,0.87,0.1,-0.25,-1,8067197690.59,2320912073.91,5746285616.68,1634562666.15,394855135.73,2.48,761724836.06,-1073775070.77,,-312050234.71,1.88,21,3,10,8,Hàng & Dịch vụ Công nghiệp,2700,Bưu chính Viettel,Tổng Công ty Cổ phần Bưu chính Viettel,-0.83,-2.15,-1385220000.0,3424450000.0,-0.4,0.06,0,False,False,0,,,2026-09-25 09:28
